department,institution,ancmNo,ancmDate,period,title,link,bsnsTitle#1,bsnsTitle#2,bsnsTitle#3,bsnsTitle#4,bsnsTitle#5,bsnsTitle#6,bsnsTitle#7,bsnsTitle#8,bsnsTitle#9,bsnsTitle#10,bsnsTitle#11,bsnsTitle#12,bsnsTitle#13,bsnsTitle#14,bsnsTitle#15,bsnsTitle#16,bsnsTitle#17,bsnsTitle#18,bsnsTitle#19,bsnsTitle#20,bsnsTitle#21,bsnsTitle#22,bsnsTitle#23,bsnsTitle#24,bsnsTitle#25,bsnsTitle#26,bsnsTitle#27,bsnsTitle#28,bsnsTitle#29,bsnsTitle#30,bsnsTitle#31,bsnsTitle#32,bsnsTitle#33,bsnsTitle#34,bsnsTitle#35,bsnsTitle#36,bsnsTitle#37,bsnsTitle#38,bsnsTitle#39,bsnsTitle#40
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-226호,2023-03-29,2023-04-17 ~ 2023-05-02,2023년 창업성장기술개발사업 하반기(전략형_실험실 창업기업) 시행계획 수정공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2023-0384,2023-03-29,2023-04-10 ~ 2023-05-02,2023년도 유전자편집제어복원기반기술개발사업 신규과제 제 2차 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0391호,2023-03-31,2023-04-24 ~ 2023-05-16,2023년 한-V4 공동연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0393호,2023-03-30,2023-04-03 ~ 2023-04-11,2023년도 차세대지능형반도체기술개발(소자)사업(신소자원천) 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
문화체육관광부,한국콘텐츠진흥원,2-23-D000-140,2023-04-28,2023-04-28 ~ 2023-05-30,2023년 문화체육관광 연구개발사업 신규지원 대상과제(지정공모) 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0394호,2023-03-30,2023-04-03 ~ 2023-04-11,2023년도 반도체설계검증인프라활성화사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,제2023- 0082호 ,2023-04-03,2023-04-04 ~ 2023-04-12,나노 및 소재기술개발사업(도전형) 2차 평가대상 공지 ,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023 - 409호,2023-07-24,2023-08-07 ~ 2023-08-24,2023년도 소상공인 스마트기술 육성 기술개발사업(일반형 및 선도형 R&amp;D과제) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,KH_2023_001,2023-12-19,2023-05-01 ~ 2024-01-02,진흥원 테스트,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,제 2023-0413호,2023-04-07,2023-04-28 ~ 2023-05-11,2023년도 한-EU(ERC) 연구자교류협력 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_042,2023-04-10,2023-04-10 ~ 2023-04-25,HFSP(휴먼프론티어과학프로그램) 협력사업 신규과제 공모(지정공모),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단, 제2023 - 0387호,2023-03-31,2023-04-10 ~ 2023-05-04,2023년도 데이터기반 디지털 바이오 선도사업 신규과제 1차 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제 2023-261호,2023-04-24,2023-05-09 ~ 2023-05-24,2023년도 중소기업기술혁신개발사업 '수출지향형(원전과제)' 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제 2023-261호,2023-04-24,2023-05-09 ~ 2023-05-24,2023년도 중소기업기술혁신개발사업 '시장대응형(원전과제)' 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_043,2023-04-06,2023-04-06 ~ 2023-04-12,2023년도 원자력단 정책연구용역과제(지정),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-261호,2023-04-24,2023-05-09 ~ 2023-05-24,2023년도 창업성장기술개발사업 하반기 전략형(원전과제) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
경찰청,과학치안진흥센터,경찰청 공고 제2023-57호,2023-04-07,2023-04-07 ~ 2023-04-17,2023년도 자율주행기술개발혁신사업 2차 신규과제 선정계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2023-0416호,2023-04-11,2023-04-26 ~ 2023-05-12,2023년도 정보통신방송혁신인재양성사업 3차 신규과제 선정 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0411호,2023-04-06,2023-04-10 ~ 2023-04-17,2023년도 국가반도체연구실지원핵심기술개발사업 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0422호,2023-04-12,2023-04-12 ~ 2023-04-21,2023년도 바이오의료기술개발사업 신규과제 3차 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,보건복지부공고 제2023-314호,2023-04-12,2023-04-21 ~ 2023-05-12,2023년도 제2차 보건의료기술연구개발사업 신규지원 대상과제 통합공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부,2023-04-11,2023-04-24 ~ 2023-05-08,2023년도 최초혁신실험실 추가지원 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육부,한국연구재단,교육부 공고 제2023-191호,2023-05-04,2023-07-06 ~ 2023-07-24, 램프(LAMP) 사업 신규 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-240호,2023-04-13,2023-04-24 ~ 2023-05-16,2023년도 중소기업기술혁신개발사업 '강소기업100 과제(2차)' 시행계획 수정공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_045,2023-04-12,2023-04-13 ~ 2023-04-18,2023년 수출용신형연구로생산동위원소상용화기술개발 사업 정책지정 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,제2023-0423호,2023-04-13,2023-04-25 ~ 2023-05-22,2023년도 국제협력 네트워크 전략강화사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_046,2023-04-19,2023-04-19 ~ 2023-04-28,(정책지정) 2023년도 원자력국제협력기반조성사업 신규과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0358호,2023-03-22,2023-04-13 ~ 2023-04-21,2023년도 나노 및 소재기술개발사업(공공 나노인프라 혁신사업) 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0357호,2023-03-22,2023-04-13 ~ 2023-04-21,2023년도 국가반도체연구실지원핵심기술개발사업(정책센터) 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023-0434호,2023-04-17,2023-04-17 ~ 2023-05-31,2023년도 한-인도 협력기반조성사업(공동연구) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,정보통신기획평가원,과학기술정보통신부 공고 제2023-0327호,2023-04-14,2023-04-14 ~ 2023-04-20,(연장공고) 2023년 상반기 방송통신정책연구(R&amp;D) 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국탄소산업진흥원,한국탄소산업진흥원 공고 제2023-13호,2023-04-14,2023-04-14 ~ 2023-05-04,2023년 탄소융복합소재부품 실증사업 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-43호,2023-01-20,2023-04-21 ~ 2023-10-16,2023년도 팁스(TIPS) 창업기업 지원계획 통합공고(딥테크 팁스 추천기업 접수용),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-357호,2023-06-20,2023-06-20 ~ 2023-07-04,2023년도 중소기업 R&amp;D역량제고사업 ’R&amp;D기획지원’ 2차 시행계획 연장공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,한국산업기술기획평가원,산업통상자원부 공고 제2023-365호,2023-04-20,2023-04-24 ~ 2023-05-22,2023년도 국가필수전략기술고도화를위한고부가정밀화학소재개발 사업  신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0410호,2023-04-07,2023-04-21 ~ 2023-05-11,2023년도 뇌과학 선도융합기술개발사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제22호,2023-04-18,2023-04-19 ~ 2023-04-25,2023년 국토교통연구기획사업 제1차 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,NR_2023_047,2023-04-19,2023-04-19 ~ 2023-04-26,2023년도 방사선기기 품질관리 및 검정체계 고도화,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0464호,2023-04-26,2023-04-26 ~ 2023-05-26,2023년도 한국 이공계 여성대학원생 미국 연수프로그램 신규 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,공고-국-제23호,2023-04-19,2023-04-28 ~ 2023-05-18,2023년 성과확산형 국토교통 국제협력 연구개발사업 시행 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
농촌진흥청,농촌진흥청,제2023-128호,2023-04-20,2023-04-20 ~ 2023-04-28,2023년도 농업미생물사업단 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,한국연구재단 나노반도체단-10604,2023-04-18,2023-04-25 ~ 2023-05-04,(정책지정)2023년도 나노 및 소재기술개발사업(반도체공동연구소 시설장비고도화) 신규과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-260호,2023-04-25,2023-05-10 ~ 2023-05-25,2023년도 하반기 공정품질기술개발사업(현장형R&amp;D) 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-260호,2023-04-25,2023-05-10 ~ 2023-05-25,"2023년도 하반기 공정품질기술개발사업(혁신형R&amp;D, 고도화) 시행계획 공고",https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-89호,2023-04-26,2023-04-27 ~ 2023-05-11,2023년 중소기업 기술사업화 역량강화 사업 시장친화형 기능개선(R&amp;D) 신청 접수 안내,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제3호,2023-03-17,2023-03-18 ~ 2023-03-24,2023년 다목적 복수 저고도 드론 교통관리시스템 및 드론 식별기술 개발 사업 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
국토교통부,국토교통과학기술진흥원,재공고-국-제3호,2023-04-24,2023-04-24 ~ 2023-05-02,2023년 다목적 복수 저고도 드론 교통관리시스템 및 드론 식별기술 개발 사업 시행 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
환경부,한국환경산업기술원,환경부 공고 제2023-289호,2023-04-26,2023-04-26 ~ 2023-05-10,2023년도 사업장 미세먼지 지능형 최적 저감관리 기술개발사업 신규과제 2차공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
산업통상자원부,혁신형소형모듈원자로기술개발사업단,"과 2023-488, 산 2023-399",2023-04-28,2023-04-28 ~ 2023-05-10,2023년도 혁신형 소형모듈원자로 기술개발사업 신규과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2022-1058호,2023-04-28,2023-04-28 ~ 2023-06-09,2023년도 한-중 협력기반조성사업 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,제2023 - 0474,2023-04-25,2023-04-28 ~ 2023-05-04,2023년도 국가반도체연구실지원핵심기술개발사업(정책센터) 신규과제 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
보건복지부,한국보건산업진흥원,제2023-324호,2023-04-17,2023-05-15 ~ 2023-06-02,2023년도 K-Medi융합인재양성지원사업(현장수요 연계형 글로벌 인재육성) 신규지원 대상과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,2022-1059,2022-12-05,2023-04-29 ~ 2023-07-04,해외우수과학자유치사업 (Brain Pool / Brain Pool+) 2023년도 3차 신규과제 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
중소벤처기업부,중소기업기술정보진흥원,중소벤처기업부 공고 제2023-272호,2023-04-28,2023-05-16 ~ 2023-05-30,2023년도 테크브릿지활용 상용화 기술개발사업 제2차 시행계획 공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고？제2023-0481호,2023-04-26,2023-04-26 ~ 2023-05-09,2023년도 바이오·의료기술개발사업 제3차 신규과제선정을 위한 제2차 재공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
기획재정부,한국에너지기술평가원,산업통상자원부 공고 제2023-398호,2023-04-28,2023-05-08 ~ 2023-05-30,2023년도 2차 에너지인력양성사업 신규지원대상 연구개발과제 공고(기간 연장),https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
교육부,한국연구재단,교육부 공고 제2023-31호,2023-01-31,2023-05-25 ~ 2023-06-08,2023년도 이공분야 학술연구지원사업(박사후국내연수) 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,한국연구재단 나노반도체단-10706,2023-05-02,2023-05-03 ~ 2023-05-09,(정책지정)2023년도 나노 및 소재기술개발사업(나노팹 선행공정 기술개발/시스템반도체기술사업화 지원)？신규과제 접수,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 ？ 0512호,2023-05-03,2023-05-03 ~ 2023-05-12,2023년도 기후기술국제협력촉진사업(CTCN 기술지원) 신규과제 재공고,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023-0531호,2023-05-10,2023-05-10 ~ 2023-05-24,2023년도 국민생활안전 긴급대응연구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제 2023 - 0502호,2023-05-08,2023-05-08 ~ 2023-06-12,2023년도 한-영국 과학기술협력창구사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
과학기술정보통신부,한국연구재단,과학기술정보통신부 공고 제2023？0519호,2023-05-09,2023-06-01 ~ 2023-07-31,2023년도 한-EU 공동연구지원사업 신규과제 공모,https://www.iris.go.kr/contents/retrieveBsnsAncmView.do?ancmId=002359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
